scenario,t,agent,queue_length,average_waiting_time,open_counters,reward,cumulative_reward
medium,26,dqn,0.0,5.037190915060962e-05,8.0,-2.8000503719091503,-67.76646517903005
medium,27,dqn,0.0,4.02975273204877e-05,8.0,-2.80004029752732,-70.56650547655737
medium,28,dqn,0.0,3.2238021856390164e-05,8.0,-2.8000322380218563,-73.36653771457922
medium,29,dqn,0.0,2.5790417485112133e-05,8.0,-2.800025790417485,-76.1665635049967
medium,30,dqn,0.0,2.063233398808971e-05,8.0,-2.800020632333988,-78.96658413733068
medium,31,dqn,0.0,1.6505867190471767e-05,8.0,-2.80001650586719,-81.76660064319788
medium,32,dqn,0.0,1.3204693752377415e-05,8.0,-2.800013204693752,-84.56661384789163
medium,33,dqn,0.0,1.0563755001901934e-05,8.0,-2.8000105637550017,-87.36662441164663
medium,34,dqn,0.0,8.451004001521547e-06,8.0,-2.8000084510040013,-90.16663286265063
medium,35,dqn,0.0,6.760803201217238e-06,8.0,-2.800006760803201,-92.96663962345383
medium,36,dqn,0.0,5.408642560973791e-06,8.0,-2.8000054086425608,-95.76664503209639
medium,37,dqn,0.0,4.326914048779033e-06,8.0,-2.8000043269140487,-98.56664935901044
medium,38,dqn,0.0,3.4615312390232266e-06,8.0,-2.800003461531239,-101.36665282054167
medium,39,dqn,0.0,2.7692249912185813e-06,8.0,-2.800002769224991,-104.16665558976666
medium,40,dqn,0.0,2.2153799929748653e-06,8.0,-2.8000022153799926,-106.96665780514665
medium,41,dqn,0.0,1.7723039943798924e-06,8.0,-2.800001772303994,-109.76665957745065
medium,42,dqn,0.0,1.417843195503914e-06,8.0,-2.800001417843195,-112.56666099529384
medium,43,dqn,0.0,1.1342745564031313e-06,8.0,-2.8000011342745563,-115.3666621295684
medium,44,dqn,0.0,9.074196451225051e-07,8.0,-2.800000907419645,-118.16666303698804
medium,45,dqn,0.0,7.259357160980041e-07,8.0,-2.800000725935716,-120.96666376292376
medium,46,dqn,0.0,5.807485728784034e-07,8.0,-2.8000005807485726,-123.76666434367233
medium,47,dqn,0.0,4.645988583027227e-07,8.0,-2.8000004645988583,-126.56666480827118
medium,48,dqn,0.0,3.7167908664217816e-07,8.0,-2.8000003716790864,-129.36666517995027
medium,49,dqn,0.0,2.9734326931374253e-07,8.0,-2.800000297343269,-132.16666547729355
medium,50,dqn,0.0,2.3787461545099402e-07,8.0,-2.8000002378746154,-134.96666571516818
medium,51,dqn,0.0,1.9029969236079522e-07,8.0,-2.8000001902996923,-137.76666590546787
medium,52,dqn,0.0,1.5223975388863618e-07,8.0,-2.8000001522397535,-140.56666605770764
medium,53,dqn,0.0,1.2179180311090894e-07,8.0,-2.800000121791803,-143.36666617949945
medium,54,dqn,0.0,9.743344248872716e-08,8.0,-2.8000000974334425,-146.1666662769329
medium,55,dqn,0.0,7.794675399098173e-08,8.0,-2.8000000779467538,-148.96666635487964
medium,56,dqn,0.0,6.235740319278539e-08,8.0,-2.800000062357403,-151.76666641723705
medium,57,dqn,0.0,4.988592255422831e-08,8.0,-2.8000000498859223,-154.56666646712296
medium,58,dqn,0.0,3.990873804338265e-08,8.0,-2.800000039908738,-157.36666650703168
medium,59,dqn,0.0,3.1926990434706125e-08,8.0,-2.80000003192699,-160.16666653895868
medium,60,dqn,0.0,2.55415923477649e-08,8.0,-2.800000025541592,-162.96666656450026
medium,61,dqn,0.0,2.0433273878211922e-08,8.0,-2.8000000204332736,-165.76666658493355
medium,62,dqn,0.0,1.6346619102569537e-08,8.0,-2.800000016346619,-168.56666660128016
medium,63,dqn,0.0,1.307729528205563e-08,8.0,-2.800000013077295,-171.36666661435746
medium,64,dqn,0.0,1.0461836225644505e-08,8.0,-2.800000010461836,-174.1666666248193
medium,65,dqn,0.0,8.369468980515604e-09,8.0,-2.800000008369469,-176.96666663318877
medium,66,dqn,0.0,6.695575184412484e-09,8.0,-2.800000006695575,-179.76666663988433
medium,67,dqn,0.0,5.356460147529988e-09,8.0,-2.80000000535646,-182.5666666452408
medium,68,dqn,0.0,4.285168118023991e-09,8.0,-2.800000004285168,-185.36666664952597
medium,69,dqn,0.0,3.4281344944191928e-09,8.0,-2.8000000034281345,-188.1666666529541
medium,70,dqn,0.0,2.742507595535354e-09,8.0,-2.8000000027425074,-190.9666666556966
medium,71,dqn,0.0,2.1940060764282836e-09,8.0,-2.8000000021940057,-193.7666666578906
medium,72,dqn,0.0,1.755204861142627e-09,8.0,-2.8000000017552047,-196.5666666596458
medium,73,dqn,0.0,1.4041638889141017e-09,8.0,-2.8000000014041637,-199.36666666104995
medium,74,dqn,0.0,1.1233311111312814e-09,8.0,-2.800000001123331,-202.16666666217327
medium,75,dqn,0.0,8.986648889050252e-10,8.0,-2.8000000008986645,-204.96666666307195
medium,76,dqn,0.0,7.189319111240202e-10,8.0,-2.800000000718932,-207.7666666637909
medium,77,dqn,0.0,5.751455288992162e-10,8.0,-2.8000000005751455,-210.56666666436604
medium,78,dqn,0.0,4.60116423119373e-10,8.0,-2.800000000460116,-213.36666666482614
medium,79,dqn,0.0,3.680931384954984e-10,8.0,-2.800000000368093,-216.16666666519424
medium,80,dqn,0.0,2.9447451079639874e-10,8.0,-2.8000000002944745,-218.96666666548873
medium,81,dqn,0.0,2.35579608637119e-10,8.0,-2.8000000002355794,-221.7666666657243
medium,82,dqn,0.0,1.8846368690969522e-10,8.0,-2.8000000001884633,-224.56666666591278
medium,83,dqn,0.0,1.5077094952775618e-10,8.0,-2.8000000001507708,-227.36666666606354
medium,84,dqn,0.0,1.2061675962220496e-10,8.0,-2.8000000001206167,-230.16666666618414
medium,85,dqn,0.0,9.649340769776397e-11,8.0,-2.8000000000964933,-232.96666666628064
medium,86,dqn,0.0,7.719472615821119e-11,8.0,-2.8000000000771945,-235.76666666635785
medium,87,dqn,0.0,6.175578092656896e-11,8.0,-2.8000000000617558,-238.5666666664196
medium,88,dqn,0.0,4.940462474125517e-11,8.0,-2.8000000000494043,-241.366666666469
medium,89,dqn,0.0,3.952369979300414e-11,8.0,-2.8000000000395233,-244.16666666650852
medium,90,dqn,0.0,3.161895983440331e-11,8.0,-2.800000000031619,-246.96666666654014
medium,91,dqn,0.0,2.529516786752265e-11,8.0,-2.800000000025295,-249.76666666656544
medium,92,dqn,0.0,2.023613429401812e-11,8.0,-2.800000000020236,-252.5666666665857
medium,93,dqn,0.0,1.6188907435214498e-11,8.0,-2.8000000000161887,-255.36666666660187
medium,94,dqn,0.0,1.2951125948171598e-11,8.0,-2.800000000012951,-258.16666666661484
medium,95,dqn,0.0,1.036090075853728e-11,8.0,-2.800000000010361,-260.9666666666252
medium,96,dqn,0.0,8.288720606829825e-12,8.0,-2.8000000000082887,-263.7666666666335
medium,97,dqn,0.0,6.63097648546386e-12,8.0,-2.800000000006631,-266.5666666666401
medium,98,dqn,0.0,5.304781188371089e-12,8.0,-2.8000000000053045,-269.3666666666454
medium,99,dqn,0.0,4.2438249506968714e-12,8.0,-2.8000000000042435,-272.16666666664963
medium,100,dqn,0.0,3.3950599605574975e-12,8.0,-2.800000000003395,-274.96666666665305
hard,1,baseline,8.6,0.3909090909090909,2.0,-2.8609090909090904,-2.8609090909090904
hard,2,baseline,13.200000000000001,0.9127272727272728,2.0,-4.302727272727274,-7.163636363636364
hard,3,baseline,16.800000000000004,1.493818181818182,2.0,-5.553818181818183,-12.717454545454547
hard,4,baseline,22.200000000000003,1.8677818181818184,3.0,-7.407781818181818,-20.125236363636365
hard,5,baseline,21.400000000000002,1.980589090909091,4.0,-7.660589090909092,-27.785825454545456
hard,6,baseline,17.400000000000002,1.9008349090909094,5.0,-7.130834909090909,-34.91666036363637
hard,7,baseline,9.200000000000001,1.6600618666666669,6.0,-5.6000618666666675,-40.51672223030303
hard,8,baseline,4.000000000000002,1.388655553939394,6.0,-4.338655553939394,-44.85537778424243
hard,9,baseline,0.0,1.1109244431515153,5.0,-2.910924443151515,-47.76630222739394
hard,10,baseline,0.0,0.8887395545212122,4.0,-2.288739554521212,-50.05504178191516
hard,11,baseline,7.3999999999999995,0.9352340678593941,3.0,-3.465234067859394,-53.52027584977455
hard,12,baseline,5.799999999999998,0.923944830045091,3.0,-3.1839448300450903,-56.70422067981964
hard,13,baseline,9.199999999999996,1.0179437428239515,3.0,-3.9079437428239503,-60.612164422643595
hard,14,baseline,12.599999999999994,1.1961731760773429,3.0,-4.766173176077341,-65.37833759872093
hard,15,baseline,17.999999999999993,1.5023930863164197,3.0,-6.152393086316418,-71.53073068503735
hard,16,baseline,14.199999999999992,1.5246417417804083,4.0,-5.814641741780407,-77.34537242681776
hard,17,baseline,14.399999999999991,1.5469861206970539,4.0,-5.876986120697052,-83.22235854751482
hard,18,baseline,15.59999999999999,1.5921343511030974,4.0,-6.112134351103096,-89.33449289861791
hard,19,baseline,10.59999999999999,1.4664347536097506,5.0,-5.386434753609749,-94.72092765222766
hard,20,baseline,7.599999999999991,1.3113296210696186,5.0,-4.631329621069617,-99.35225727329727
hard,21,baseline,7.599999999999991,1.187245515037513,5.0,-4.457245515037512,-103.80950278833478
hard,22,baseline,2.5999999999999908,0.9970691393027376,5.0,-3.267069139302736,-107.07657192763752
hard,23,baseline,1.79999999999999,0.8385644023512807,4.0,-2.6485644023512784,-109.7251363299888
hard,24,baseline,11.199999999999989,1.0102454612749636,3.0,-4.300245461274962,-114.02538179126375
hard,25,baseline,8.599999999999987,1.0688024296260312,3.0,-3.8888024296260286,-117.91418422088978
hard,26,baseline,8.999999999999986,1.1277692164280972,3.0,-3.9777692164280944,-121.89195343731788
hard,27,baseline,9.399999999999984,1.1870638579909623,3.0,-4.117063857990959,-126.00901729530884
hard,28,baseline,9.799999999999983,1.2466207833624663,3.0,-4.256620783362463,-130.2656380786713
hard,29,baseline,12.199999999999982,1.3669935963869422,3.0,-4.856993596386939,-135.12263167505822
hard,30,baseline,13.59999999999998,1.5057160892307653,3.0,-5.2757160892307615,-140.39834776428899
hard,31,baseline,15.999999999999979,1.6894213562330964,3.0,-5.939421356233092,-146.33776912052207
hard,32,baseline,11.199999999999978,1.6060825395319311,4.0,-5.296082539531927,-151.633851660054
hard,33,baseline,12.399999999999977,1.5666842134437262,4.0,-5.4966842134437215,-157.13053587349773
hard,34,baseline,9.599999999999977,1.4715291889367987,4.0,-4.791529188936794,-161.92206506243454
hard,35,baseline,2.799999999999976,1.240859714785802,4.0,-3.200859714785797,-165.12292477722033
hard,36,baseline,4.199999999999975,1.119960499101368,3.0,-3.0599604991013627,-168.18288527632168
hard,37,baseline,5.799999999999974,1.159604762917457,2.0,-3.019604762917452,-171.20249003923914
hard,38,baseline,13.399999999999975,1.5367747194248738,2.0,-4.966774719424869,-176.169264758664
hard,39,baseline,17.99999999999998,2.047601593721716,2.0,-6.347601593721712,-182.51686635238573
hard,40,baseline,22.399999999999977,2.316869153765251,3.0,-7.8968691537652465,-190.41373550615097
hard,41,baseline,26.599999999999977,2.4580407775576547,4.0,-9.178040777557651,-199.5917762837086
hard,42,baseline,22.59999999999998,2.3773417129552143,5.0,-8.64734171295521,-208.23911799666382
hard,43,baseline,17.399999999999977,2.1655097340005347,6.0,-7.74550973400053,-215.98462773066436
hard,44,baseline,14.999999999999975,1.9272129820056223,7.0,-7.3772129820056165,-223.36184071266996
hard,45,baseline,1.599999999999973,1.5625496063837183,7.0,-4.382549606383713,-227.74439031905368
hard,46,baseline,1.399999999999972,1.2712518063190956,6.0,-3.7012518063190893,-231.44564212537276
hard,47,baseline,0.0,1.0170014450552765,5.0,-2.7670014450552767,-234.21264357042804
hard,48,baseline,1.1999999999999993,0.8408738833169485,4.0,-2.480873883316948,-236.693517453745
hard,49,baseline,9.599999999999998,0.9636081975626496,3.0,-3.9336081975626493,-240.62712565130764
hard,50,baseline,11.999999999999996,1.1345229216864832,3.0,-4.634522921686482,-245.26164857299412
hard,51,baseline,20.399999999999995,1.5258001555310048,3.0,-6.655800155531004,-251.91744872852513
hard,52,baseline,18.599999999999994,1.6433673971520766,4.0,-6.813367397152075,-258.7308161256772
hard,53,baseline,14.599999999999994,1.5801484631762068,5.0,-6.250148463176206,-264.98096458885345
hard,54,baseline,8.599999999999994,1.4204824069046018,5.0,-4.940482406904601,-269.92144699575806
hard,55,baseline,8.599999999999994,1.2927495618873177,5.0,-4.762749561887317,-274.68419655764535
hard,56,baseline,4.599999999999994,1.1178360131462177,5.0,-3.787836013146217,-278.47203257079155
hard,57,baseline,2.7999999999999936,0.9579051741533378,4.0,-2.967905174153336,-281.43993774494487
hard,58,baseline,3.199999999999993,0.863293836292367,3.0,-2.5532938362923656,-283.99323158123724
hard,59,baseline,3.799999999999992,0.863362341761166,2.0,-2.3233623417611646,-286.3165939229984
hard,60,baseline,10.59999999999999,1.6543262370452956,1.0,-4.1243262370452936,-290.4409201600437
hard,61,baseline,15.399999999999991,2.723460989636236,1.0,-6.203460989636234,-296.64438114967993
hard,62,baseline,18.999999999999993,3.042405155345352,2.0,-7.592405155345351,-304.2367863050253
hard,63,baseline,16.39999999999999,2.9308938212459785,3.0,-7.260893821245977,-311.4976801262713
hard,64,baseline,16.59999999999999,2.7219877842695097,4.0,-7.441987784269508,-318.9396679105408
hard,65,baseline,21.599999999999994,2.5703175001428806,5.0,-8.640317500142881,-327.57998541068366
hard,66,baseline,12.399999999999993,2.2441327879930926,6.0,-6.824132787993091,-334.40411819867677
hard,67,baseline,3.1999999999999904,1.8437910788793226,6.0,-4.63379107887932,-339.0379092775561
hard,68,baseline,0.0,1.4750328631034582,5.0,-3.275032863103458,-342.3129421406595
hard,69,baseline,0.0,1.1800262904827665,4.0,-2.5800262904827664,-344.89296843114226
hard,70,baseline,0.0,0.9440210323862133,3.0,-1.994021032386213,-346.8869894635285
hard,71,baseline,1.5999999999999996,0.8279440986362434,2.0,-1.8479440986362432,-348.7349335621647
hard,72,baseline,4.3999999999999995,1.0623552789089947,1.0,-2.2923552789089947,-351.0272888410737
hard,73,baseline,7.199999999999998,1.50442967767265,1.0,-3.2944296776726496,-354.32171851874637
hard,74,baseline,12.0,2.294452833047211,1.0,-5.094452833047211,-359.4161713517936
hard,75,baseline,17.8,3.4537440846195873,1.0,-7.363744084619588,-366.7799154364132
hard,76,baseline,26.4,3.9629952676956703,2.0,-9.992995267695672,-376.7729107041089
hard,77,baseline,26.799999999999997,3.9825174262777483,3.0,-10.392517426277747,-387.1654281303866
hard,78,baseline,20.999999999999996,3.663286668294926,4.0,-9.263286668294924,-396.42871479868154
hard,79,baseline,29.0,3.4579020619086682,5.0,-11.00790206190867,-407.4366168605902
hard,80,baseline,21.799999999999997,3.096624679829965,6.0,-9.556624679829964,-416.9932415404202
hard,81,baseline,12.399999999999995,2.638338704902933,7.0,-7.568338704902931,-424.5615802453231
hard,82,baseline,7.999999999999993,2.2145670678184506,7.0,-6.314567067818449,-430.8761473131416
hard,83,baseline,1.5999999999999908,1.792432875033981,7.0,-4.562432875033979,-435.4385801881756
hard,84,baseline,0.0,1.433946300027185,6.0,-3.5839463000271845,-439.0225264882028
hard,85,baseline,2.0,1.1835206763853845,5.0,-3.3335206763853846,-442.3560471645882
hard,86,baseline,0.0,0.9468165411083076,4.0,-2.3468165411083075,-444.7028637056965
hard,87,baseline,7.3999999999999995,0.9816956571290704,3.0,-3.5116956571290703,-448.2145593628255
hard,88,baseline,10.799999999999997,1.1126292529759834,3.0,-4.372629252975982,-452.5871886158015
hard,89,baseline,20.199999999999996,1.5022246145019986,3.0,-6.592224614501998,-459.1794132303035
hard,90,baseline,17.399999999999995,1.5972342370561443,4.0,-6.527234237056143,-465.70664746735963
hard,91,baseline,7.399999999999995,1.41233284419037,5.0,-4.642332844190369,-470.34898031155
hard,92,baseline,0.0,1.1298662753522961,5.0,-2.929866275352296,-473.2788465869023
hard,93,baseline,0.0,0.9038930202818369,4.0,-2.353893020281837,-475.63273960718413
hard,94,baseline,0.0,0.7231144162254696,3.0,-1.7731144162254693,-477.40585402340963
hard,95,baseline,0.5999999999999996,0.6057642602531029,2.0,-1.4257642602531029,-478.83161828366275
hard,96,baseline,5.3999999999999995,0.9755204991115732,1.0,-2.405520499111573,-481.2371387827743
hard,97,baseline,15.2,2.1622345811074406,1.0,-5.6022345811074405,-486.83937336388175
hard,98,baseline,14.799999999999999,2.4025149376132253,2.0,-6.112514937613225,-492.951888301495
hard,99,baseline,15.399999999999997,2.62201195009058,2.0,-6.45201195009058,-499.4039002515856
hard,100,baseline,20.799999999999997,2.7279125903754946,3.0,-7.987912590375493,-507.3918128419611
hard,1,dqn,4.199999999999999,0.09545454545454543,4.0,-2.385454545454545,-2.385454545454545
hard,2,dqn,2.1999999999999993,0.11636363636363634,5.0,-2.306363636363636,-4.691818181818181
hard,3,dqn,0.0,0.09309090909090907,6.0,-2.1930909090909085,-6.88490909090909
hard,4,dqn,0.0,0.07447272727272726,7.0,-2.524472727272727,-9.409381818181817
hard,5,dqn,0.0,0.05957818181818181,8.0,-2.859578181818182,-12.26896
hard,6,dqn,0.0,0.04766254545454545,9.0,-3.1976625454545453,-15.466622545454545
hard,7,dqn,0.0,0.03813003636363636,10.0,-3.5381300363636363,-19.00475258181818
hard,8,dqn,0.0,0.03050402909090909,10.0,-3.530504029090909,-22.53525661090909
hard,9,dqn,0.0,0.024403223272727273,10.0,-3.5244032232727274,-26.05965983418182
hard,10,dqn,0.0,0.01952257861818182,10.0,-3.5195225786181816,-29.5791824128
hard,11,dqn,0.0,0.015618062894545457,10.0,-3.5156180628945455,-33.09480047569455
hard,12,dqn,0.0,0.012494450315636367,10.0,-3.5124944503156366,-36.607294926010184
hard,13,dqn,0.0,0.009995560252509094,10.0,-3.5099955602525093,-40.11729048626269
hard,14,dqn,0.0,0.007996448202007275,10.0,-3.5079964482020074,-43.6252869344647
hard,15,dqn,0.0,0.006397158561605821,10.0,-3.506397158561606,-47.1316840930263
hard,16,dqn,0.0,0.005117726849284657,10.0,-3.5051177268492846,-50.636801819875586
hard,17,dqn,0.0,0.0040941814794277255,10.0,-3.5040941814794277,-54.14089600135502
hard,18,dqn,0.0,0.0032753451835421804,10.0,-3.503275345183542,-57.644171346538556
hard,19,dqn,0.0,0.0026202761468337443,10.0,-3.5026202761468337,-61.14679162268539
hard,20,dqn,0.0,0.0020962209174669954,10.0,-3.502096220917467,-64.64888784360286
hard,21,dqn,0.0,0.0016769767339735965,10.0,-3.5016769767339735,-68.15056482033684
hard,22,dqn,0.0,0.0013415813871788772,10.0,-3.501341581387179,-71.65190640172402
hard,23,dqn,0.0,0.0010732651097431019,10.0,-3.501073265109743,-75.15297966683376
hard,24,dqn,0.0,0.0008586120877944816,10.0,-3.5008586120877947,-78.65383827892155
hard,25,dqn,0.0,0.0006868896702355853,10.0,-3.5006868896702357,-82.15452516859179
hard,26,dqn,0.0,0.0005495117361884683,10.0,-3.5005495117361884,-85.65507468032797
hard,27,dqn,0.0,0.0004396093889507747,10.0,-3.500439609388951,-89.15551428971692
hard,28,dqn,0.0,0.00035168751116061974,10.0,-3.5003516875111607,-92.65586597722807
hard,29,dqn,0.0,0.0002813500089284958,10.0,-3.5002813500089287,-96.15614732723701
hard,30,dqn,0.0,0.00022508000714279664,10.0,-3.5002250800071426,-99.65637240724415
hard,31,dqn,0.0,0.0001800640057142373,10.0,-3.5001800640057144,-103.15655247124987
hard,32,dqn,0.0,0.00014405120457138985,10.0,-3.5001440512045714,-106.65669652245444
hard,33,dqn,0.0,0.00011524096365711189,10.0,-3.500115240963657,-110.15681176341809
hard,34,dqn,0.0,9.219277092568951e-05,10.0,-3.500092192770926,-113.65690395618901
hard,35,dqn,0.0,7.375421674055161e-05,10.0,-3.5000737542167406,-117.15697771040576
hard,36,dqn,0.0,5.900337339244129e-05,10.0,-3.5000590033733925,-120.65703671377915
hard,37,dqn,0.0,4.7202698713953035e-05,10.0,-3.500047202698714,-124.15708391647786
hard,38,dqn,0.0,3.776215897116243e-05,10.0,-3.5000377621589713,-127.65712167863683
hard,39,dqn,0.0,3.0209727176929943e-05,10.0,-3.5000302097271767,-131.157151888364
hard,40,dqn,0.0,2.4167781741543956e-05,10.0,-3.5000241677817416,-134.65717605614574
hard,41,dqn,0.0,1.9334225393235165e-05,10.0,-3.500019334225393,-138.15719539037113
hard,42,dqn,0.0,1.5467380314588134e-05,10.0,-3.5000154673803148,-141.65721085775144
hard,43,dqn,0.0,1.2373904251670508e-05,10.0,-3.5000123739042515,-145.15722323165568
hard,44,dqn,0.0,9.899123401336407e-06,10.0,-3.5000098991234014,-148.65723313077908
hard,45,dqn,0.0,7.919298721069126e-06,10.0,-3.5000079192987212,-152.1572410500778
hard,46,dqn,0.0,6.335438976855301e-06,10.0,-3.500006335438977,-155.65724738551677
hard,47,dqn,0.0,5.068351181484241e-06,10.0,-3.5000050683511814,-159.15725245386795
hard,48,dqn,0.0,4.0546809451873935e-06,10.0,-3.500004054680945,-162.6572565085489
hard,49,dqn,0.0,3.2437447561499148e-06,10.0,-3.5000032437447564,-166.15725975229364
hard,50,dqn,0.0,2.594995804919932e-06,10.0,-3.500002594995805,-169.65726234728945
hard,51,dqn,0.0,2.075996643935946e-06,10.0,-3.500002075996644,-173.15726442328608
hard,52,dqn,0.0,1.6607973151487567e-06,10.0,-3.5000016607973152,-176.6572660840834
hard,53,dqn,0.0,1.3286378521190055e-06,10.0,-3.500001328637852,-180.15726741272127
hard,54,dqn,0.0,1.0629102816952046e-06,10.0,-3.5000010629102816,-183.65726847563155
hard,55,dqn,0.0,8.503282253561637e-07,10.0,-3.500000850328225,-187.1572693259598
hard,56,dqn,0.0,6.80262580284931e-07,10.0,-3.5000006802625805,-190.65727000622238
hard,57,dqn,0.0,5.442100642279448e-07,10.0,-3.500000544210064,-194.15727055043243
hard,58,dqn,0.0,4.353680513823559e-07,10.0,-3.5000004353680514,-197.6572709858005
hard,59,dqn,0.0,3.4829444110588475e-07,10.0,-3.5000003482944413,-201.15727133409493
hard,60,dqn,0.0,2.7863555288470783e-07,10.0,-3.500000278635553,-204.65727161273048
hard,61,dqn,0.0,2.2290844230776629e-07,10.0,-3.5000002229084424,-208.15727183563894
hard,62,dqn,0.0,1.7832675384621303e-07,10.0,-3.500000178326754,-211.6572720139657
hard,63,dqn,0.0,1.4266140307697043e-07,10.0,-3.500000142661403,-215.1572721566271
hard,64,dqn,0.0,1.1412912246157635e-07,10.0,-3.5000001141291226,-218.65727227075624
hard,65,dqn,0.0,9.130329796926108e-08,10.0,-3.500000091303298,-222.15727236205953
hard,66,dqn,0.0,7.304263837540888e-08,10.0,-3.500000073042638,-225.65727243510216
hard,67,dqn,0.0,5.8434110700327106e-08,10.0,-3.500000058434111,-229.15727249353625
hard,68,dqn,0.0,4.6747288560261685e-08,10.0,-3.5000000467472887,-232.65727254028354
hard,69,dqn,0.0,3.739783084820935e-08,10.0,-3.500000037397831,-236.15727257768137
hard,70,dqn,0.0,2.991826467856748e-08,10.0,-3.5000000299182648,-239.65727260759962
hard,71,dqn,0.0,2.3934611742853983e-08,10.0,-3.5000000239346116,-243.15727263153423
hard,72,dqn,0.0,1.9147689394283187e-08,10.0,-3.500000019147689,-246.6572726506819
hard,73,dqn,0.0,1.531815151542655e-08,10.0,-3.5000000153181516,-250.15727266600007
hard,74,dqn,0.0,1.2254521212341241e-08,10.0,-3.5000000122545214,-253.6572726782546
hard,75,dqn,0.0,9.803616969872993e-09,10.0,-3.500000009803617,-257.15727268805824
hard,76,dqn,0.0,7.842893575898396e-09,10.0,-3.5000000078428934,-260.65727269590116
hard,77,dqn,0.0,6.274314860718717e-09,10.0,-3.500000006274315,-264.1572727021755
hard,78,dqn,0.0,5.019451888574974e-09,10.0,-3.500000005019452,-267.6572727071949
hard,79,dqn,0.0,4.015561510859979e-09,10.0,-3.5000000040155617,-271.1572727112105
hard,80,dqn,0.0,3.2124492086879836e-09,10.0,-3.5000000032124494,-274.65727271442296
hard,81,dqn,0.0,2.569959366950387e-09,10.0,-3.5000000025699594,-278.1572727169929
hard,82,dqn,0.0,2.0559674935603095e-09,10.0,-3.5000000020559674,-281.6572727190489
hard,83,dqn,0.0,1.6447739948482477e-09,10.0,-3.500000001644774,-285.15727272069364
hard,84,dqn,0.0,1.3158191958785983e-09,10.0,-3.500000001315819,-288.65727272200945
hard,85,dqn,0.0,1.0526553567028787e-09,10.0,-3.5000000010526553,-292.15727272306214
hard,86,dqn,0.0,8.42124285362303e-10,10.0,-3.500000000842124,-295.65727272390427
hard,87,dqn,0.0,6.736994282898424e-10,10.0,-3.5000000006736993,-299.157272724578
hard,88,dqn,0.0,5.389595426318739e-10,10.0,-3.5000000005389595,-302.6572727251169
hard,89,dqn,0.0,4.3116763410549917e-10,10.0,-3.5000000004311675,-306.15727272554807
hard,90,dqn,0.0,3.4493410728439937e-10,10.0,-3.5000000003449343,-309.657272725893
hard,91,dqn,0.0,2.759472858275195e-10,10.0,-3.5000000002759473,-313.15727272616897
hard,92,dqn,0.0,2.2075782866201563e-10,10.0,-3.5000000002207576,-316.65727272638975
hard,93,dqn,0.0,1.766062629296125e-10,10.0,-3.5000000001766063,-320.15727272656636
hard,94,dqn,0.0,1.4128501034369002e-10,10.0,-3.500000000141285,-323.6572727267077
hard,95,dqn,0.0,1.1302800827495201e-10,10.0,-3.500000000113028,-327.1572727268207
hard,96,dqn,0.0,9.042240661996162e-11,10.0,-3.5000000000904223,-330.6572727269111
hard,97,dqn,0.0,7.23379252959693e-11,10.0,-3.500000000072338,-334.1572727269835
hard,98,dqn,0.0,5.787034023677544e-11,10.0,-3.50000000005787,-337.65727272704135
hard,99,dqn,0.0,4.629627218942036e-11,10.0,-3.5000000000462963,-341.1572727270876
hard,100,dqn,0.0,3.703701775153629e-11,10.0,-3.500000000037037,-344.6572727271247
